CustomerID,Frequency,Monetary,Recency,MonetaryNet,ReturnRatio,Cluster,Segment,Cluster_GMM,Cluster_DBSCAN
12461.0,2,826.88,93,826.88,-0.0,0,Active Value Buyers,2,0
12462.0,4,1124.01,1,1124.01,0.055128237413622966,0,Active Value Buyers,2,0
12463.0,7,1303.63,45,1303.63,0.03059980068814244,0,Active Value Buyers,2,0
12464.0,8,1212.05,9,1212.05,-0.0,0,Active Value Buyers,2,0
12465.0,3,733.89,7,733.89,0.011183120210211507,0,Active Value Buyers,2,0
12468.0,3,724.0400000000001,142,724.0400000000001,0.007538997165968971,2,Occasional / Newcomers,2,0
12471.0,49,18740.92,1,18740.92,0.05463717050478396,0,Active Value Buyers,3,0
12472.0,13,6229.48,30,6229.48,0.052133941755062835,0,Active Value Buyers,3,0
12473.0,9,2848.23,28,2848.23,0.2768328445044921,0,Active Value Buyers,2,0
12474.0,30,7116.47,16,7116.47,0.03515826778756468,0,Active Value Buyers,3,0
12475.0,1,723.38,53,723.38,-0.0,0,Active Value Buyers,2,0
12476.0,20,6546.58,0,6546.58,0.039586762546969405,0,Active Value Buyers,3,0
12477.0,9,13117.01,22,13117.01,0.007770954647536867,0,Active Value Buyers,3,0
12478.0,1,680.99,3,680.99,-0.0,0,Active Value Buyers,2,0
12479.0,3,477.3,3,477.3,0.09465098616340858,0,Active Value Buyers,2,0
12480.0,4,3281.63,27,3281.63,-0.0,0,Active Value Buyers,3,0
12481.0,11,5590.86,22,5590.86,0.0009756411354290603,0,Active Value Buyers,3,0
12483.0,13,2327.13,16,2327.13,0.06352163797554844,0,Active Value Buyers,3,0
12484.0,8,4495.27,32,4495.27,0.010227402831916676,0,Active Value Buyers,3,0
12488.0,3,1298.66,9,1298.66,-0.0,0,Active Value Buyers,2,0
12489.0,1,334.93,335,334.93,-0.0,2,Occasional / Newcomers,2,0
12490.0,10,5417.93,4,5417.93,-0.0,0,Active Value Buyers,3,0
12491.0,1,460.40000000000003,38,460.40000000000003,-0.0,0,Active Value Buyers,2,0
12492.0,2,263.21000000000004,62,263.21000000000004,-0.0,0,Active Value Buyers,2,0
12493.0,3,416.79,165,416.79,0.03907871065827751,2,Occasional / Newcomers,2,0
12494.0,13,1139.3500000000001,9,1139.3500000000001,0.0856672818508408,0,Active Value Buyers,3,0
12497.0,1,1043.1,81,1043.1,-0.0,0,Active Value Buyers,2,0
12498.0,3,403.70000000000005,20,403.70000000000005,-0.0,0,Active Value Buyers,2,0
12500.0,13,4206.27,22,4206.27,0.012107134634130342,0,Active Value Buyers,3,0
12501.0,2,2089.68,314,2089.68,0.036743047567867906,2,Occasional / Newcomers,2,0
12502.0,5,3723.87,95,3723.87,-0.0,0,Active Value Buyers,3,0
12503.0,1,-1126.0,337,0.0,1126000000.0,2,Occasional / Newcomers,0,-1
12504.0,4,114.0,17,114.0,0.7635100077512499,0,Active Value Buyers,2,0
12505.0,1,-4.5,300,0.0,4500000.0,2,Occasional / Newcomers,0,0
12506.0,1,73.5,232,73.5,-0.0,2,Occasional / Newcomers,2,0
12507.0,4,1258.06,133,1258.06,0.03582897124038827,0,Active Value Buyers,2,0
12508.0,2,398.27,25,398.27,-0.0,0,Active Value Buyers,2,0
12509.0,1,176.5,283,176.5,-0.0,2,Occasional / Newcomers,2,0
12510.0,2,982.5699999999999,142,982.5699999999999,-0.0,2,Occasional / Newcomers,2,0
12512.0,2,138.03,65,138.03,-0.0,0,Active Value Buyers,2,0
12513.0,2,586.79,84,586.79,0.04164693194132366,0,Active Value Buyers,2,0
12514.0,1,1017.68,266,1017.68,-0.0,2,Occasional / Newcomers,2,0
12515.0,1,383.7,352,383.7,-0.0,2,Occasional / Newcomers,2,0
12516.0,2,1312.06,77,1312.06,-0.0,0,Active Value Buyers,2,0
12517.0,6,2464.89,27,2464.89,0.01516277508144237,0,Active Value Buyers,2,0
12518.0,5,2056.89,0,2056.89,-0.0,0,Active Value Buyers,2,0
12519.0,1,340.84,63,340.84,-0.0,0,Active Value Buyers,2,0
12520.0,6,2582.51,78,2582.51,0.019644985681122978,0,Active Value Buyers,2,0
12521.0,1,599.68,142,599.68,-0.0,2,Occasional / Newcomers,2,0
12522.0,2,192.72,38,192.72,-0.0,0,Active Value Buyers,2,0
12523.0,13,1745.57,1,1745.57,0.024695910633938487,0,Active Value Buyers,3,0
12524.0,8,4485.72,8,4485.72,-0.0,0,Active Value Buyers,3,0
12526.0,3,1316.66,0,1316.66,-0.0,0,Active Value Buyers,2,0
12527.0,3,348.71000000000004,81,348.71000000000004,-0.0,0,Active Value Buyers,2,0
12528.0,8,1922.28,8,1922.28,0.0057926640018036565,0,Active Value Buyers,2,0
12530.0,5,1623.63,59,1623.63,0.02325119713691364,0,Active Value Buyers,2,0
12531.0,1,125.22,14,125.22,-0.0,0,Active Value Buyers,2,0
12532.0,1,349.83000000000004,29,349.83000000000004,-0.0,0,Active Value Buyers,2,0
12534.0,1,1089.18,130,1089.18,-0.0,0,Active Value Buyers,2,0
12535.0,2,716.35,91,716.35,-0.0,0,Active Value Buyers,2,0
12536.0,5,4106.82,7,4106.82,0.674109236462156,0,Active Value Buyers,3,0
12538.0,1,363.95,28,363.95,-0.0,0,Active Value Buyers,2,0
12539.0,5,3852.5,21,3852.5,0.3081433458191128,0,Active Value Buyers,3,0
12540.0,19,13309.039999999999,19,13309.039999999999,0.006805848252956226,0,Active Value Buyers,3,0
12541.0,3,981.18,29,981.18,-0.0,0,Active Value Buyers,2,0
12544.0,2,355.7,29,355.7,0.04561309351861257,0,Active Value Buyers,2,0
12545.0,2,1000.39,74,1000.39,-0.0,0,Active Value Buyers,2,0
12546.0,3,1141.5,46,1141.5,0.0172191132008445,0,Active Value Buyers,2,0
12547.0,2,207.79999999999998,197,207.79999999999998,-0.0,2,Occasional / Newcomers,2,0
12548.0,1,95.19999999999999,165,95.19999999999999,-0.0,2,Occasional / Newcomers,2,0
12550.0,1,964.83,78,964.83,-0.0,0,Active Value Buyers,2,0
12551.0,1,168.0,357,168.0,-0.0,2,Occasional / Newcomers,2,0
12552.0,2,437.82,38,437.82,-0.0,0,Active Value Buyers,2,0
12553.0,14,3652.25,7,3652.25,0.010841539641944398,0,Active Value Buyers,3,0
12556.0,2,603.71,49,603.71,-0.0,0,Active Value Buyers,2,0
12557.0,5,11990.960000000001,15,11990.960000000001,-0.0,0,Active Value Buyers,3,0
12558.0,2,1.0658141036401503e-14,1,1.0658141036401503e-14,0.9999999962957475,0,Active Value Buyers,2,0
12559.0,3,536.21,310,536.21,0.04539709094479876,2,Occasional / Newcomers,2,0
12560.0,4,2101.39,4,2101.39,0.015285776535589908,0,Active Value Buyers,2,0
12561.0,1,238.85,302,238.85,-0.0,2,Occasional / Newcomers,2,0
12562.0,7,3781.7400000000002,7,3781.7400000000002,-0.0,0,Active Value Buyers,3,0
12564.0,1,456.9,260,456.9,-0.0,2,Occasional / Newcomers,2,0
12565.0,2,131.17,281,131.17,0.10108278439499187,2,Occasional / Newcomers,2,0
12566.0,2,346.7,72,346.7,0.014076496476392732,0,Active Value Buyers,2,0
12567.0,11,9114.94,22,9114.94,0.030457554712713854,0,Active Value Buyers,3,0
12569.0,35,4064.9900000000002,1,4064.9900000000002,0.014473814998345616,0,Active Value Buyers,3,0
12571.0,2,519.61,39,519.61,-0.0,0,Active Value Buyers,2,0
12572.0,3,1004.72,8,1004.72,0.015385821509392385,0,Active Value Buyers,2,0
12573.0,1,160.54000000000002,226,160.54000000000002,-0.0,2,Occasional / Newcomers,2,0
12574.0,1,218.45,315,218.45,-0.0,2,Occasional / Newcomers,2,0
12576.0,6,1306.98,35,1306.98,0.006725792840468912,0,Active Value Buyers,2,0
12577.0,4,595.4,34,595.4,0.09486165993484091,0,Active Value Buyers,2,0
12578.0,4,2753.36,20,2753.36,0.014725300673561625,0,Active Value Buyers,3,0
12579.0,3,410.72,72,410.72,0.06743562947314921,0,Active Value Buyers,2,0
12580.0,1,415.7,246,415.7,-0.0,2,Occasional / Newcomers,2,0
12581.0,1,197.71,39,197.71,-0.0,0,Active Value Buyers,2,0
12582.0,2,511.36,238,511.36,-0.0,2,Occasional / Newcomers,2,0
12583.0,18,7187.34,2,7187.34,0.012915134217289148,0,Active Value Buyers,3,0
12584.0,18,1893.95,3,1893.95,0.18997925702372417,0,Active Value Buyers,3,0
12585.0,4,1982.81,233,1982.81,0.028081956753060165,2,Occasional / Newcomers,2,0
12586.0,2,179.94000000000003,16,179.94000000000003,0.08632070637594846,0,Active Value Buyers,2,0
12587.0,1,144.0,7,144.0,-0.0,0,Active Value Buyers,2,0
12588.0,1,214.89999999999998,38,214.89999999999998,-0.0,0,Active Value Buyers,2,0
12589.0,2,646.68,28,646.68,-0.0,0,Active Value Buyers,2,0
12590.0,3,9861.38,189,9861.38,0.00029196310718777044,2,Occasional / Newcomers,3,0
12591.0,1,452.84999999999997,316,452.84999999999997,-0.0,2,Occasional / Newcomers,2,0
12592.0,2,437.6,91,437.6,-0.0,0,Active Value Buyers,2,0
12593.0,3,418.09999999999997,108,418.09999999999997,-0.0,0,Active Value Buyers,2,0
12594.0,11,3320.2200000000003,37,3320.2200000000003,0.005392095186838466,0,Active Value Buyers,3,0
12596.0,2,618.27,50,618.27,-0.0,0,Active Value Buyers,2,0
12597.0,5,3683.13,18,3683.13,0.03360866073498548,0,Active Value Buyers,3,0
12598.0,9,3002.68,9,3002.68,0.006748084732541618,0,Active Value Buyers,2,0
12599.0,7,1032.58,28,1032.58,-0.0,0,Active Value Buyers,2,0
12600.0,11,2581.04,28,2581.04,0.006925634077611105,0,Active Value Buyers,3,0
12601.0,6,569.5600000000001,189,569.5600000000001,0.012996915376222723,2,Occasional / Newcomers,2,0
12602.0,1,153.12,58,153.12,-0.0,0,Active Value Buyers,2,0
12603.0,1,739.1999999999999,21,739.1999999999999,-0.0,0,Active Value Buyers,2,0
12604.0,2,254.18,78,254.18,-0.0,0,Active Value Buyers,2,0
12605.0,1,-7.5,364,0.0,7500000.0,2,Occasional / Newcomers,0,0
12607.0,2,3.552713678800501e-15,57,3.552713678800501e-15,0.9999999993668923,0,Active Value Buyers,2,0
12609.0,3,1126.85,77,1126.85,-0.0,0,Active Value Buyers,2,0
12610.0,7,2057.99,22,2057.99,0.01979004923945719,0,Active Value Buyers,2,0
12611.0,1,1193.32,51,1193.32,-0.0,0,Active Value Buyers,2,0
12612.0,2,643.59,57,643.59,0.08586159865084143,0,Active Value Buyers,2,0
12613.0,6,3218.98,30,3218.98,0.03749573910934292,0,Active Value Buyers,3,0
12614.0,1,315.6,277,315.6,-0.0,2,Occasional / Newcomers,2,0
12615.0,4,2291.19,1,2291.19,-0.0,0,Active Value Buyers,2,0
12616.0,5,657.25,84,657.25,0.07857843813461596,0,Active Value Buyers,2,0
12617.0,1,355.53,28,355.53,-0.0,0,Active Value Buyers,2,0
12618.0,1,177.31,21,177.31,-0.0,0,Active Value Buyers,2,0
12619.0,13,3214.81,15,3214.81,0.11711120384344038,0,Active Value Buyers,3,0
12620.0,3,1339.41,14,1339.41,-0.0,0,Active Value Buyers,2,0
12621.0,23,13612.07,1,13612.07,0.005668507713796717,0,Active Value Buyers,3,0
12622.0,1,180.1,231,180.1,-0.0,2,Occasional / Newcomers,2,0
12623.0,1,305.1,275,305.1,-0.0,2,Occasional / Newcomers,2,0
12624.0,2,641.13,105,641.13,-0.0,0,Active Value Buyers,2,0
12625.0,3,2614.32,211,2614.32,0.025895924456224358,2,Occasional / Newcomers,2,0
12626.0,13,6388.35,22,6388.35,0.035062412387763066,0,Active Value Buyers,3,0
12627.0,7,4478.53,10,4478.53,-0.0,0,Active Value Buyers,3,0
12628.0,4,769.61,3,769.61,0.021425120131443282,0,Active Value Buyers,2,0
12630.0,2,1270.88,9,1270.88,-0.0,0,Active Value Buyers,2,0
12631.0,1,640.5,56,640.5,-0.0,0,Active Value Buyers,2,0
12633.0,5,2140.63,58,2140.63,0.010790303047722114,0,Active Value Buyers,2,0
12635.0,2,1689.18,89,1689.18,-0.0,0,Active Value Buyers,2,0
12637.0,10,5953.25,66,5953.25,0.011400056458692432,0,Active Value Buyers,3,0
12638.0,1,671.69,32,671.69,-0.0,0,Active Value Buyers,2,0
12639.0,1,486.1,238,486.1,-0.0,2,Occasional / Newcomers,2,0
12640.0,3,1174.58,23,1174.58,-0.0,0,Active Value Buyers,2,0
12641.0,1,185.9,114,185.9,-0.0,0,Active Value Buyers,2,0
12642.0,3,1013.26,24,1013.26,-0.0,0,Active Value Buyers,2,0
12643.0,6,3344.64,127,3344.64,-0.0,0,Active Value Buyers,2,0
12644.0,1,477.91,129,477.91,-0.0,0,Active Value Buyers,2,0
12645.0,5,1755.38,33,1755.38,0.011153798481757453,0,Active Value Buyers,2,0
12646.0,2,1346.97,4,1346.97,-0.0,0,Active Value Buyers,2,0
12647.0,13,3669.92,21,3669.92,0.014209658265989316,0,Active Value Buyers,3,0
12648.0,1,318.05,154,318.05,-0.0,2,Occasional / Newcomers,2,0
12649.0,4,603.71,106,603.71,0.031755705551224984,0,Active Value Buyers,2,0
12650.0,1,314.44,2,314.44,-0.0,0,Active Value Buyers,2,0
12651.0,1,114.0,334,114.0,-0.0,2,Occasional / Newcomers,2,0
12652.0,2,914.53,321,914.53,0.005924041820556923,2,Occasional / Newcomers,2,0
12653.0,2,2209.85,148,2209.85,-0.0,2,Occasional / Newcomers,2,0
12654.0,5,601.98,10,601.98,-0.0,0,Active Value Buyers,2,0
12656.0,8,3982.72,16,3982.72,0.016896353394970746,0,Active Value Buyers,3,0
12657.0,5,1152.06,10,1152.06,0.29888387133552996,0,Active Value Buyers,2,0
12658.0,1,686.05,18,686.05,-0.0,0,Active Value Buyers,2,0
12659.0,1,91.68,29,91.68,-0.0,0,Active Value Buyers,2,0
12660.0,1,245.1,10,245.1,-0.0,0,Active Value Buyers,2,0
12662.0,12,3817.08,0,3817.08,0.008493991862263819,0,Active Value Buyers,3,0
12664.0,10,4863.88,7,4863.88,0.0036871041476465817,0,Active Value Buyers,3,0
12665.0,2,61.75,324,61.75,0.019841269526329055,2,Occasional / Newcomers,2,0
12666.0,1,-227.44,358,0.0,227440000.0,2,Occasional / Newcomers,0,0
12667.0,1,620.13,57,620.13,-0.0,0,Active Value Buyers,2,0
12668.0,6,3743.18,6,3743.18,0.016802595112668902,0,Active Value Buyers,3,0
12669.0,4,1607.73,150,1607.73,0.414098971070251,2,Occasional / Newcomers,2,0
12670.0,6,2986.15,9,2986.15,0.003304350727356235,0,Active Value Buyers,2,0
12672.0,1,225.89999999999998,329,225.89999999999998,-0.0,2,Occasional / Newcomers,2,0
12673.0,2,610.52,4,610.52,-0.0,0,Active Value Buyers,2,0
12674.0,7,1919.31,11,1919.31,0.026027605792130516,0,Active Value Buyers,2,0
12676.0,6,1331.39,24,1331.39,-0.0,0,Active Value Buyers,2,0
12678.0,13,17588.26,41,17588.26,0.0022804033930201276,0,Active Value Buyers,3,0
12679.0,9,1058.67,51,1058.67,0.04883110811231504,0,Active Value Buyers,2,0
12680.0,4,862.81,0,862.81,-0.0,0,Active Value Buyers,2,0
12681.0,27,13677.59,14,13677.59,0.007974591550923905,0,Active Value Buyers,3,0
12682.0,31,12288.22,3,12288.22,-0.0,0,Active Value Buyers,3,0
12683.0,20,8221.09,3,8221.09,0.030139549366059677,0,Active Value Buyers,3,0
12684.0,7,2283.63,7,2283.63,-0.0,0,Active Value Buyers,2,0
12685.0,6,2863.08,27,2863.08,-0.0,0,Active Value Buyers,2,0
12686.0,1,89.14,371,89.14,-0.0,2,Occasional / Newcomers,2,0
12688.0,1,4873.8099999999995,113,4873.8099999999995,-0.0,0,Active Value Buyers,3,0
12689.0,2,1247.61,25,1247.61,-0.0,0,Active Value Buyers,2,0
12690.0,1,389.01,205,389.01,-0.0,2,Occasional / Newcomers,2,0
12691.0,6,1035.8,27,1035.8,-0.0,0,Active Value Buyers,2,0
12693.0,6,830.96,120,830.96,0.02915026109152801,0,Active Value Buyers,2,0
12694.0,2,869.67,69,869.67,-0.0,0,Active Value Buyers,2,0
12695.0,4,582.1,6,582.1,-0.0,0,Active Value Buyers,2,0
12697.0,5,939.02,20,939.02,0.01939243306697811,0,Active Value Buyers,2,0
12700.0,6,4867.99,7,4867.99,0.014574928286378123,0,Active Value Buyers,3,0
12701.0,2,797.71,79,797.71,-0.0,0,Active Value Buyers,2,0
12702.0,1,219.0,19,219.0,-0.0,0,Active Value Buyers,2,0
12703.0,2,274.7,63,274.7,0.03121142644608914,0,Active Value Buyers,2,0
12704.0,10,2220.84,6,2220.84,0.051263648924632345,0,Active Value Buyers,2,0
12705.0,14,6814.24,14,6814.24,0.007869498811513562,0,Active Value Buyers,3,0
12707.0,1,603.42,291,603.42,-0.0,2,Occasional / Newcomers,2,0
12708.0,16,2616.32,29,2616.32,0.03560383498324536,0,Active Value Buyers,3,0
12709.0,26,9294.1,2,9294.1,0.04543923290401095,0,Active Value Buyers,3,0
12710.0,4,1130.57,96,1130.57,0.016057161741260234,0,Active Value Buyers,2,0
12712.0,17,4241.63,22,4241.63,0.035144547582727406,0,Active Value Buyers,3,0
12713.0,1,848.55,0,848.55,-0.0,0,Active Value Buyers,2,0
12714.0,5,4708.86,8,4708.86,-0.0,0,Active Value Buyers,3,0
12715.0,1,353.86,105,353.86,-0.0,0,Active Value Buyers,2,0
12716.0,2,1053.49,3,1053.49,-0.0,0,Active Value Buyers,2,0
12717.0,3,980.98,150,980.98,0.048497545977130935,2,Occasional / Newcomers,2,0
12718.0,1,238.25,70,238.25,-0.0,0,Active Value Buyers,2,0
12719.0,3,608.1,4,608.1,0.05713621202087572,0,Active Value Buyers,2,0
12720.0,29,5713.28,2,5713.28,0.011839017039564447,0,Active Value Buyers,3,0
12721.0,7,2628.98,31,2628.98,0.010221638244279595,0,Active Value Buyers,2,0
12722.0,6,904.33,84,904.33,0.09352164620799128,0,Active Value Buyers,2,0
12723.0,5,725.07,3,725.07,-0.0,0,Active Value Buyers,2,0
12724.0,4,1031.41,4,1031.41,-0.0,0,Active Value Buyers,2,0
12725.0,1,427.8,370,427.8,-0.0,2,Occasional / Newcomers,2,0
12726.0,7,2609.1,27,2609.1,-0.0,0,Active Value Buyers,2,0
12727.0,9,3947.7,10,3947.7,0.008289999244281157,0,Active Value Buyers,3,0
12728.0,4,836.33,70,836.33,-0.0,0,Active Value Buyers,2,0
12729.0,1,453.01,113,453.01,-0.0,0,Active Value Buyers,2,0
12731.0,14,18793.41,23,18793.41,0.005424454286381315,0,Active Value Buyers,3,0
12732.0,1,236.26000000000002,179,236.26000000000002,-0.0,2,Occasional / Newcomers,2,0
12733.0,1,383.95,233,383.95,-0.0,2,Occasional / Newcomers,2,0
12734.0,1,110.39999999999999,352,110.39999999999999,-0.0,2,Occasional / Newcomers,2,0
12735.0,2,779.5699999999999,314,779.5699999999999,-0.0,2,Occasional / Newcomers,2,0
12736.0,1,234.0,332,234.0,-0.0,2,Occasional / Newcomers,2,0
12738.0,1,155.35,371,155.35,-0.0,2,Occasional / Newcomers,2,0
12739.0,2,1013.04,77,1013.04,-0.0,0,Active Value Buyers,2,0
12740.0,1,427.6,63,427.6,-0.0,0,Active Value Buyers,2,0
12743.0,2,546.43,133,546.43,-0.0,0,Active Value Buyers,2,0
12744.0,10,9120.39,51,9120.39,0.5713959441047424,0,Active Value Buyers,3,0
12747.0,11,4196.01,1,4196.01,-0.0,0,Active Value Buyers,3,0
12748.0,223,29072.1,0,29072.1,0.13783117480069287,1,Loyal Big Spenders,3,-1
12749.0,8,3868.2,3,3868.2,0.05443327595665645,0,Active Value Buyers,3,0
12750.0,1,275.88,128,275.88,-0.0,0,Active Value Buyers,2,0
12752.0,1,4366.78,80,4366.78,-0.0,0,Active Value Buyers,3,0
12753.0,11,21024.01,3,21024.01,0.0189170107026417,0,Active Value Buyers,3,0
12754.0,5,2949.12,235,2949.12,0.020466729102989058,2,Occasional / Newcomers,2,0
12755.0,4,2203.2,249,2203.2,0.4220280957457396,2,Occasional / Newcomers,2,0
